Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
QUAL,iShares MSCI USA Quality Factor ETF,Equity,45914000000,1786735,157.86,False,False,True,False,-4.24%,-8.18%,-11.16%,3.19%,7.38%,13.96%,-272.779013,-116.735165,961.537997,3378.274619,15174.059849,14406.893449,Large Cap Growth Equities,2013-07-18,0.15%,1.83,2025-03-18,0.39,1.12%,Quarterly,8.21%,17.62,1.03,119.24%,43.76%,30.47%,23.19%,BlackRock Inc.,125,41.45%,50.49%,82.86%,40%,20%,1099,152.18,178.36,155.96,159.94,38.79,A,A-,B+,B,A-,B+,B-,6.85,86.31%,66.81%,42.56,2.47%,5.81%,Equity
ESGU,iShares ESG Aware MSCI USA ETF,Equity,11887600000,710370,111.81,False,False,True,False,-4.62%,-9.18%,-12.98%,4.08%,5.50%,13.64%,11.077663,-163.957069,186.713015,-765.241589,-13591.530813,263.274307,Large Cap Growth Equities,2016-12-01,0.15%,1.47,2025-03-18,0.33,1.23%,Quarterly,6.94%,19.78,1.02,139.18%,48.31%,33.60%,25.76%,BlackRock Inc.,287,32.36%,37.86%,56.66%,40%,20%,1099,107.63,128.03,110.49,113.33,38.54,A,A-,B+,B,A-,B,B+,7.24,95.39%,81.52%,75.76,9.38%,8.29%,Equity
SCHB,Schwab U.S. Broad Market ETF,Equity,29199300000,5788111,19.79,False,False,False,False,-4.30%,-9.05%,-12.57%,4.23%,5.68%,14.06%,27.351,235.7645,61.6155,1299.583069,2914.193569,3959.025569,Large Cap Growth Equities,2009-11-03,0.03%,0.24,2025-03-26,0.07,1.16%,Quarterly,1.22%,18.11,1.03,136.66%,46.72%,32.68%,25.18%,The Charles Schwab Corp.,2386,29.30%,34.79%,51.58%,40%,20%,1099,18.98,22.62,19.54,20.07,38.48,A,A,B-,B,A,A-,A,6.34,24.31%,45.15%,95.47,11.29%,7.03%,Equity
IVE,iShares S&P 500 Value ETF,Equity,34963800000,988340,173.78,False,False,True,False,-3.64%,-8.58%,-8.60%,-0.64%,5.16%,13.13%,-8.843994,79.110473,2637.39025,3362.327286,6255.152189,8791.072704,Large Cap Blend Equities,2000-05-22,0.18%,3.80,2025-03-18,0.75,2.11%,Quarterly,7.78%,18.4,0.94,95.98%,40.46%,27.71%,21.02%,BlackRock Inc.,399,28.46%,33.62%,56.34%,40%,20%,1099,167.04,197.54,171.94,175.82,38.45,A,A-,A-,B,A,A-,B+,6.42,41.68%,48.75%,139.92,13.26%,3.10%,Equity
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,17719700000,4589979,180.45,False,False,False,False,-5.16%,-8.03%,-19.35%,7.24%,0.65%,11.11%,35.403713,-670.910805,-793.198783,-2138.657011,-828.432142,-264.103004,Consumer Discretionary Equities,1998-12-16,0.09%,1.77,2025-03-24,0.54,0.93%,Quarterly,19.67%,24.2,1.18,192.84%,53.83%,38.29%,30.83%,State Street,53,68.10%,76.80%,99.72%,40%,20%,1099,175.48,208.72,177.96,182.94,38.31,A+,A,A,B,A,A-,B+,5.95,48.02%,35.31%,58.16,24.20%,0.56%,Equity
MDY,SPDR S&P Midcap 400 ETF Trust,Equity,20604700000,1271238,490.29,False,False,False,False,-2.67%,-9.34%,-13.71%,-4.19%,1.14%,13.34%,-147.4163,-95.5647,-1025.29977,305.011423,412.269871,-1425.407561,Small Cap Growth Equities,1995-05-04,0.24%,7.04,2025-03-21,1.31,1.38%,Quarterly,28.24%,13.46,1.12,163.67%,49.69%,34.64%,26.87%,State Street,402,6.77%,9.65%,25.86%,40%,20%,1099,463.00,562.70,484.07,497.70,39.77,A,B+,C,B,B,A-,B,6.1,60.17%,38.38%,113.94,4.24%,7.34%,Equity
VGK,Vanguard FTSE Europe ETF,Equity,22158800000,5436748,69.46,False,False,False,False,0.96%,-4.09%,9.88%,10.98%,7.42%,12.70%,22.199912,691.132706,3841.383334,1827.929884,880.05417,6553.775359,Europe Equities,2005-03-04,0.06%,2.22,2025-03-21,0.29,3.12%,Quarterly,2.42%,13.0,0.95,144.45%,39.79%,28.61%,22.10%,Vanguard,1252,18.60%,24.07%,46.33%,40%,20%,1099,63.78,74.00,68.82,70.25,50.84,A,A,B,B+,A,B+,A+,7.78,30.92%,94.12%,77.49,14.07%,7.41%,Equity
DGRO,iShares Core Dividend Growth ETF,Equity,28925800000,2196322,57.21,False,False,True,False,-3.05%,-7.31%,-6.27%,5.03%,4.63%,12.79%,95.477165,147.485822,160.994059,1282.915845,2505.912408,11487.376283,Large Cap Blend Equities,2014-06-10,0.08%,1.38,2025-03-18,0.31,2.36%,Quarterly,2.77%,16.29,0.89,96.31%,36.95%,25.48%,19.62%,BlackRock Inc.,409,26.07%,34.87%,65.25%,40%,20%,1099,55.00,63.73,56.57,57.88,40.14,A,A,B-,A-,A,A-,A-,6.8,73.32%,64.75%,187.96,12.60%,1.57%,Equity
SDY,SPDR S&P Dividend ETF,Equity,18861600000,319883,127.39,False,False,True,False,-1.92%,-5.12%,-2.98%,3.13%,1.37%,11.42%,32.071529,-54.760056,-589.504351,-1354.495362,-2536.309901,-2696.205533,All Cap Equities,2005-11-08,0.35%,3.49,2025-03-24,0.82,2.69%,Quarterly,5.22%,16.29,0.86,95.07%,32.29%,23.17%,18.54%,State Street,151,19.77%,27.39%,62.31%,40%,20%,1099,122.13,138.82,126.02,128.81,43.37,A,B+,B,A-,A,A,B,6.68,54.81%,59.42%,300.89,11.88%,4.98%,Equity
ARKK,ARK Innovation ETF,Equity,4591630000,12544061,44.44,False,False,False,False,-3.93%,-11.16%,-21.72%,5.81%,-7.23%,-2.76%,-270.22,-269.53325,-384.77545,-2188.5354,-3569.2686,10573.35605,All Cap Equities,2014-10-31,0.75%,0.00,2023-09-08,0.36,0.00%,Annually,7.00%,,1.64,390.59%,80.14%,65.31%,53.47%,ARK Invest LLC,35,64.41%,76.34%,99.98%,40%,20%,1099,39.62,54.04,43.83,44.91,41.57,A+,C+,A+,C,B,B,C,4.63,19.58%,17.17%,15.51,4.31%,0.79%,Equity
DVY,iShares Select Dividend ETF,Equity,18725200000,517768,123.60,False,False,True,False,-2.03%,-7.40%,-5.12%,8.02%,1.51%,13.72%,-73.780993,-87.508634,-548.008134,-474.030459,-2890.758665,-1192.5286,All Cap Equities,2003-11-03,0.38%,4.84,2025-03-18,1.05,3.77%,Quarterly,7.03%,11.69,0.87,102.06%,37.52%,26.15%,20.69%,BlackRock Inc.,101,18.77%,25.92%,66.12%,40%,20%,1099,117.52,138.37,122.24,125.18,41.61,A,B+,B-,B,A-,A,B-,6.77,69.71%,63.33%,536.09,20.50%,3.56%,Equity
VXF,Vanguard Extended Market ETF,Equity,18831100000,563922,158.14,False,False,False,False,-2.62%,-10.56%,-16.48%,-1.06%,0.53%,11.41%,-31.803014,218.129589,687.965597,1456.089379,3262.441523,6944.997797,All Cap Equities,2001-12-27,0.05%,2.23,2025-03-25,0.61,1.35%,Quarterly,13.04%,14.2,1.19,181.55%,53.42%,38.21%,30.06%,Vanguard,3389,11.78%,14.20%,24.42%,40%,20%,1099,147.78,184.43,156.12,160.44,39.06,A,A,B,C+,A-,B-,A+,5.77,36.38%,31.63%,103.07,4.05%,6.53%,Equity
XLI,Industrial Select Sector SPDR Fund,Equity,18083100000,11268543,122.49,False,False,False,False,-3.54%,-7.59%,-6.75%,3.19%,8.07%,16.62%,82.205864,-433.344231,-1133.487261,-319.037706,283.910165,2347.613684,Industrials Equities,1998-12-16,0.09%,1.93,2025-03-24,0.41,1.53%,Quarterly,7.02%,18.48,1.11,120.98%,46.57%,32.26%,24.87%,State Street,80,35.80%,46.75%,89.44%,40%,20%,1099,116.32,137.60,120.97,124.18,41.75,A+,A,B,B+,A,A,B,6.93,73.80%,69.69%,91.73,32.11%,2.93%,Equity
SCHA,Schwab U.S. Small-Cap ETF,Equity,15056600000,3746516,21.34,False,False,True,False,-2.51%,-11.00%,-17.30%,-4.81%,-1.74%,10.74%,-8.5425,236.3855,-567.8065,-239.6455,-63.5065,4064.2495,Small Cap Blend Equities,2009-11-03,0.04%,0.35,2025-03-26,0.06,1.56%,Quarterly,1.57%,11.64,1.17,155.47%,49.75%,35.18%,27.97%,The Charles Schwab Corp.,1716,3.21%,4.59%,12.85%,40%,20%,1099,20.09,24.91,21.08,21.63,37.99,A,A,B,B+,A,B+,A,5.46,15.70%,27.25%,132.55,3.69%,6.67%,Equity
TQQQ,ProShares UltraPro QQQ,Equity,17240100000,100153063,41.86,False,3x,False,False,-15.60%,-31.85%,-46.95%,-14.27%,-3.14%,21.94%,263.40041,3398.73816,5095.07435,1526.878245,552.239475,5744.246343,Leveraged Equities,2010-02-09,0.84%,0.99,2025-03-26,0.20,1.89%,Quarterly,11.25%,,3.45,457.51%,162.00%,116.56%,92.35%,Proshare Advisors LLC,113,49.01%,61.64%,92.82%,40%,20%,1099,35.26,68.88,40.19,43.59,36.48,A+,A-,B-,C+,B+,C,A-,6.22,43.18%,41.43%,58.05,5.25%,4.90%,Equity
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,34735200000,13177960,23.02,False,False,True,False,-6.12%,-9.78%,-17.33%,6.15%,9.66%,16.43%,1310.8255,1901.0855,3463.462,7695.5485,12835.4755,14276.727,Large Cap Growth Equities,2009-12-11,0.04%,0.09,2025-03-26,0.03,0.38%,Quarterly,1.86%,25.77,1.1,223.37%,55.48%,39.85%,31.51%,The Charles Schwab Corp.,227,53.64%,63.53%,82.89%,40%,20%,1099,22.16,26.71,22.71,23.36,38.5,A,A,A,C+,A-,C+,B+,6.34,24.48%,45.17%,32.47,8.58%,10.12%,Equity
ACWI,iShares MSCI ACWI ETF,Equity,18729600000,3207389,109.60,False,False,False,False,-2.71%,-7.30%,-6.72%,6.65%,5.65%,12.35%,133.01772,975.87744,823.11596,-3.79794,-2509.62238,604.466,Large Cap Growth Equities,2008-03-26,0.32%,2.00,2024-12-17,1.07,1.73%,Semi-Annually,4.99%,15.9,0.93,90.10%,43.83%,30.40%,23.28%,BlackRock Inc.,2242,19.76%,23.85%,37.05%,40%,20%,1099,103.91,122.09,108.44,110.88,41.83,A,B,C+,A-,A-,B+,A,6.67,25.10%,58.89%,113.4,11.07%,6.62%,Equity
VBK,Vanguard Small Cap Growth ETF,Equity,16146900000,327341,230.34,False,False,True,False,-3.37%,-10.66%,-17.63%,-2.52%,-0.93%,7.54%,-32.94046,-146.721346,-347.78332,425.276347,2530.664578,4381.382417,Small Cap Growth Equities,2004-01-26,0.07%,1.50,2025-03-27,0.40,0.62%,Quarterly,18.72%,22.4,1.14,129.38%,54.10%,38.84%,30.57%,Vanguard,592,7.93%,11.22%,27.86%,40%,20%,1099,216.88,269.02,226.98,234.35,38.68,A-,A,B+,C+,B+,B-,A,5.81,39.97%,32.16%,84.93,4.16%,7.93%,Equity
IWN,iShares Russell 2000 Value ETF,Equity,10395200000,1109135,137.78,False,False,True,False,-0.80%,-10.68%,-15.80%,-5.10%,-3.19%,12.47%,-82.999798,172.03198,-626.567021,-654.607617,-2083.814605,-1306.247475,Small Cap Blend Equities,2000-07-24,0.24%,2.89,2025-03-18,0.50,2.02%,Quarterly,9.65%,8.97,1.15,175.40%,43.90%,30.87%,25.27%,BlackRock Inc.,1407,5.45%,7.68%,21.08%,40%,20%,1099,128.33,159.76,136.31,139.22,37.86,A,A,B-,B,A-,A-,A,5.24,5.60%,24.24%,155.75,2.58%,7.32%,Equity
MTUM,iShares MSCI USA Momentum Factor ETF,Equity,13507000000,1293457,189.94,False,False,True,False,-3.97%,-6.84%,-7.97%,10.44%,6.92%,11.36%,-19.542631,5.711034,1198.68823,3366.573177,807.300401,225.498121,Large Cap Growth Equities,2013-04-16,0.15%,1.91,2025-03-18,0.53,0.95%,Quarterly,12.97%,14.07,0.91,165.29%,53.64%,39.33%,31.30%,BlackRock Inc.,126,39.76%,48.76%,83.99%,40%,20%,1099,180.84,213.88,187.04,193.49,42.39,A,A-,A-,B-,B+,B-,B-,6.34,23.77%,45.02%,172.73,12.83%,6.09%,Equity
IWP,iShares Russell Mid-Cap Growth ETF,Equity,15935800000,1304762,110.03,False,False,True,False,-3.17%,-8.57%,-13.12%,4.52%,4.68%,10.71%,-174.358837,-32.110012,350.088284,1041.919391,725.262578,-1059.639272,All Cap Equities,2001-07-17,0.23%,0.49,2025-03-18,0.10,0.42%,Quarterly,10.03%,24.51,1.1,165.02%,55.30%,41.06%,32.25%,BlackRock Inc.,287,21.79%,28.19%,58.37%,40%,20%,1099,103.53,125.88,108.34,112.06,41.21,A,A-,A,B,A-,C+,A-,6.2,67.15%,40.90%,148.31,3.99%,5.00%,Equity
VHT,Vanguard Health Care ETF,Equity,15079500000,275195,240.75,False,False,False,False,-4.24%,-9.73%,-4.77%,-3.55%,-1.04%,6.50%,18.411,-220.6069,-793.248058,-1458.177317,-1779.971231,1591.286034,Health & Biotech Equities,2004-01-26,0.09%,3.99,2025-03-25,0.94,1.61%,Quarterly,9.44%,22.0,0.73,72.34%,31.14%,21.83%,18.05%,Vanguard,407,48.02%,59.40%,86.96%,40%,20%,1099,235.82,272.04,238.09,244.42,36.07,A,A,B-,A,A+,A,A+,6.44,50.49%,49.49%,14.54,0.02%,8.74%,Equity
VLUE,iShares MSCI USA Value Factor ETF,Equity,6053380000,650425,96.93,False,False,True,False,-2.72%,-9.89%,-7.64%,-1.67%,-0.07%,10.63%,-34.363365,-181.488125,-410.617267,-676.377723,-5755.901384,-1166.551239,Large Cap Value Equities,2013-04-16,0.15%,2.87,2025-03-18,0.68,2.85%,Quarterly,4.29%,10.72,1.04,144.55%,42.98%,30.04%,23.19%,BlackRock Inc.,142,36.55%,45.79%,76.54%,40%,20%,1099,92.01,111.39,95.97,97.93,38.88,A,A-,B-,C,B+,B+,B+,6.8,83.42%,64.66%,107.09,19.55%,4.16%,Equity
VOE,Vanguard Mid-Cap Value ETF,Equity,16529000000,347165,148.72,False,False,True,False,-2.27%,-7.45%,-7.47%,2.58%,1.37%,13.91%,-6.404495,79.486979,156.267483,338.028298,-630.91781,2793.406102,Mid Cap Value Equities,2006-08-17,0.07%,3.74,2025-03-27,1.05,2.44%,Quarterly,7.76%,14.9,1.05,135.23%,40.25%,27.67%,21.48%,Vanguard,187,12.21%,17.12%,45.71%,40%,20%,1099,141.14,166.57,146.96,150.65,41.45,A,A+,B+,A-,A+,A,B+,7.17,99.03%,79.21%,252.76,9.90%,6.64%,Equity
SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,9233650000,1369503,64.33,False,False,False,False,1.74%,-1.89%,5.89%,10.05%,2.41%,9.40%,0.0,60.6827,345.53658,-483.19914,-3090.82592,-654.15386,Foreign Small & Mid Cap Equities,2007-12-10,0.40%,2.13,2024-12-17,1.23,3.23%,Semi-Annually,1.83%,11.1,0.96,148.96%,36.17%,25.59%,20.12%,BlackRock Inc.,2018,3.14%,4.38%,11.17%,40%,20%,1099,58.09,67.35,63.84,64.86,54.39,A+,A,B,A-,A,A-,A,6.58,55.77%,55.10%,130.46,3.72%,10.08%,Equity
EFV,iShares MSCI EAFE Value ETF,Equity,20094200000,3275408,58.39,False,False,True,False,2.06%,-2.88%,11.28%,15.63%,9.81%,14.71%,0.0,-157.73188,-1315.34824,1759.96808,1552.25492,11053.89672,Foreign Large Cap Equities,2005-08-01,0.33%,2.45,2024-12-17,0.91,4.11%,Semi-Annually,2.28%,9.27,0.84,108.55%,38.49%,26.75%,20.80%,BlackRock Inc.,423,18.11%,24.19%,49.63%,40%,20%,1099,52.99,62.09,57.89,58.93,53.41,A,B,C,C,B+,A-,A-,7.41,33.81%,86.21%,110.48,10.24%,4.84%,Equity
SPYG,SPDR Portfolio S&P 500 Growth ETF,Equity,28235700000,3156284,74.42,False,False,True,False,-5.51%,-9.13%,-15.22%,9.01%,6.75%,14.54%,11.373291,66.76551,-577.903938,2751.820076,10448.54861,13399.715904,Large Cap Growth Equities,2000-09-25,0.04%,0.54,2025-03-24,0.12,0.69%,Quarterly,5.86%,19.67,1.05,163.16%,54.82%,39.38%,31.19%,State Street,212,48.70%,59.10%,80.48%,40%,20%,1099,71.52,85.43,73.40,75.56,39.4,A,A,A-,C+,A-,B,B+,6.41,37.76%,48.21%,50.36,11.30%,10.87%,Equity
XLC,Communication Services Select Sector SPDR Fund,Equity,18629300000,5785320,88.18,False,False,False,False,-4.03%,-8.68%,-8.65%,12.21%,12.02%,13.99%,78.326659,107.712613,417.884646,-460.43745,2770.456236,3601.503626,Large Cap Growth Equities,2018-06-18,0.09%,1.03,2025-03-24,0.29,1.13%,Quarterly,7.39%,15.99,1.02,108.10%,45.55%,31.97%,25.03%,State Street,25,65.08%,85.01%,99.98%,40%,20%,1099,85.00,101.36,87.17,89.50,38.78,A,A-,A-,B-,A-,B-,nan,4.44,18.60%,13.56%,12.19,0.00%,0.14%,Equity
IWS,iShares Russell Mid-Cap Value ETF,Equity,12481200000,588440,115.78,False,False,True,False,-2.59%,-8.54%,-10.17%,-0.05%,0.11%,12.97%,-92.956778,-108.956852,-17.282552,-369.340707,-2157.178095,-2426.77663,Mid Cap Value Equities,2001-07-17,0.23%,2.00,2025-03-18,0.45,1.67%,Quarterly,6.06%,13.9,1.08,147.39%,43.67%,30.17%,23.30%,BlackRock Inc.,713,7.31%,10.12%,25.69%,40%,20%,1099,109.85,131.53,114.34,117.55,40.25,A,B,B+,A,A-,B+,A,6.7,90.11%,59.94%,197.64,7.41%,5.96%,Equity
DFAC,Dimensional U.S. Core Equity 2 ETF,Equity,28676200000,2950830,30.18,False,False,False,False,-3.98%,-9.32%,-12.54%,1.40%,4.59%,nan,-243.892905,97.061215,536.475429,2929.631194,10883.254454,12682.481789,All Cap Equities,2021-06-14,0.17%,0.37,2025-03-25,0.08,1.19%,Quarterly,1.76%,,0.96,132.98%,47.17%,32.59%,24.82%,Dimensional,2584,23.01%,27.26%,40.16%,40%,20%,1099,28.88,34.62,29.83,30.56,38.54,A,A-,B,A-,A,A-,nan,6.36,26.87%,46.06%,107.82,8.40%,6.67%,Equity
GDX,VanEck Gold Miners ETF,Equity,15788700000,21278791,51.66,False,False,False,False,3.28%,14.39%,52.34%,53.40%,10.41%,12.44%,-301.28443,-682.618335,-2648.13701,-3715.68535,-4087.9402,-3655.124061,Materials,2006-05-16,0.51%,0.40,2024-12-23,0.40,0.81%,Annually,3.83%,22.43,0.77,54.75%,51.90%,40.36%,35.08%,VanEck,58,63.92%,76.07%,98.48%,40%,20%,1099,40.35,52.66,50.65,52.96,69.28,A+,B,B+,B-,B+,B,B-,6.8,46.88%,64.63%,277.5,1.78%,0.00%,Equity
GSLC,TR Activebeta US Large Cap Equity ETF,Equity,11842300000,307870,101.35,False,False,True,False,-4.38%,-8.50%,-11.75%,4.57%,6.24%,13.71%,10.3625,68.9655,-53.8445,-618.1205,-3796.9525,-2065.318,Large Cap Growth Equities,2015-09-21,0.09%,1.30,2025-03-25,0.34,1.23%,Quarterly,6.17%,18.25,0.98,125.13%,47.10%,32.67%,24.96%,Goldman Sachs,445,29.90%,34.82%,50.81%,40%,20%,1099,97.39,115.28,100.19,102.67,39.17,A-,A,B+,B+,A,B+,A-,6.53,61.17%,53.29%,105.46,10.20%,6.79%,Equity
MGK,Vanguard Mega Cap Growth ETF,Equity,21281400000,540806,284.39,False,False,True,False,-5.75%,-9.57%,-17.10%,6.67%,9.18%,15.74%,15.3895,-71.5365,39.34,2009.888,4648.4455,7185.096294,Large Cap Growth Equities,2007-12-17,0.07%,1.51,2025-03-27,0.34,0.51%,Quarterly,22.61%,29.0,1.11,134.79%,57.55%,41.02%,32.24%,Vanguard,70,63.96%,72.88%,94.25%,40%,20%,1099,272.70,329.45,280.59,288.35,38.86,A-,A,A,C+,A-,B-,B,6.32,21.65%,44.30%,20.46,8.56%,10.30%,Equity
SPLG,SPDR Portfolio S&P 500 ETF,Equity,56624800000,11714487,60.46,False,False,False,False,-4.61%,-8.87%,-12.02%,5.20%,6.57%,14.53%,962.608477,3654.498304,10749.465263,24697.678314,39823.032421,46613.815723,Large Cap Blend Equities,2005-11-08,0.02%,0.89,2025-03-28,0.22,1.42%,Quarterly,3.66%,17.86,1.0,126.57%,47.31%,32.82%,25.14%,State Street,505,33.22%,39.45%,58.51%,40%,20%,1099,58.18,68.96,59.73,61.27,38.76,A,A+,A-,B,A,B-,nan,6.42,39.87%,48.50%,94.23,12.28%,7.07%,Equity
IUSG,iShares Core S&P U.S. Growth ETF,Equity,18797600000,734168,117.86,False,False,True,False,-5.55%,-9.08%,-15.31%,7.83%,6.37%,14.36%,91.251111,320.027146,373.588135,1120.322367,3375.869531,3317.315811,Large Cap Growth Equities,2000-07-24,0.04%,0.83,2025-03-18,0.18,0.65%,Quarterly,9.04%,20.25,1.06,168.52%,53.92%,38.52%,30.49%,BlackRock Inc.,452,46.36%,56.01%,76.23%,40%,20%,1099,113.28,135.32,116.25,119.74,39.24,A,A,A-,B-,A,B,A-,6.39,31.97%,47.19%,52.29,10.85%,10.62%,Equity
SPYV,SPDR Portfolio S&P 500 Value ETF,Equity,23279300000,3225430,46.62,False,False,True,False,-3.70%,-8.57%,-8.52%,-0.44%,5.34%,13.29%,92.490382,317.109811,946.049098,3427.268583,7538.486804,14444.572693,Large Cap Blend Equities,2000-09-25,0.04%,1.09,2025-03-24,0.18,2.27%,Quarterly,2.09%,16.16,0.94,93.32%,40.14%,27.47%,20.88%,State Street,399,28.31%,33.52%,56.33%,40%,20%,1099,44.81,52.96,46.12,47.18,38.45,A,A,A,B,A,A-,B+,6.42,41.71%,48.76%,139.88,13.31%,3.11%,Equity
EFG,iShares MSCI EAFE Growth ETF,Equity,11873000000,1680116,98.56,False,False,True,False,0.05%,-5.27%,1.79%,3.00%,3.44%,7.20%,0.0,-378.20164,-3860.34308,277.15084,1961.99228,3742.15672,Foreign Large Cap Equities,2005-08-01,0.36%,1.59,2024-12-17,0.70,1.57%,Semi-Annually,2.96%,23.64,0.89,125.02%,41.22%,29.57%,22.96%,BlackRock Inc.,352,21.39%,27.60%,55.76%,40%,20%,1099,90.97,105.57,97.66,99.65,47.76,A,B,A,A-,A-,C,A-,7.94,88.10%,96.63%,47.29,17.93%,8.95%,Equity
IWO,iShares Russell 2000 Growth ETF,Equity,10288700000,498875,234.76,False,False,True,False,-3.20%,-11.16%,-18.32%,-3.51%,-1.02%,7.26%,-23.482092,161.577735,-390.016714,152.205602,200.874171,-111.493234,Small Cap Growth Equities,2000-07-24,0.24%,2.34,2025-03-18,0.38,0.95%,Quarterly,18.94%,14.07,1.15,96.74%,50.57%,36.72%,29.63%,BlackRock Inc.,1108,7.94%,10.91%,26.73%,40%,20%,1099,220.53,273.47,231.83,238.15,38.53,A,B,B+,C+,B,C+,A,5.52,18.88%,28.09%,74.04,2.58%,7.14%,Equity
VOT,Vanguard Mid-Cap Growth ETF,Equity,14119100000,286862,227.80,False,False,True,False,-3.31%,-7.84%,-10.07%,4.88%,2.48%,10.76%,-62.974945,-135.187139,140.177603,935.405007,2127.107817,3451.881676,Mid Cap Growth Equities,2006-08-17,0.07%,1.75,2025-03-27,0.45,0.73%,Quarterly,16.29%,26.1,1.1,146.64%,50.26%,36.22%,28.40%,Vanguard,134,17.32%,23.86%,58.79%,40%,20%,1099,216.18,258.38,224.63,231.76,40.93,A-,A,A-,B-,B,B-,B,6.25,70.06%,42.31%,165.11,7.40%,5.11%,Equity
IWV,iShares Russell 3000 ETF,Equity,13733200000,245981,292.05,False,False,False,False,-4.31%,-9.04%,-12.40%,4.32%,5.63%,13.99%,0.033618,119.808681,-338.964778,97.112748,83.831809,-1757.588886,Large Cap Growth Equities,2000-05-22,0.20%,3.69,2025-03-18,0.83,1.21%,Quarterly,18.18%,18.51,1.02,119.53%,47.40%,33.12%,25.44%,BlackRock Inc.,2652,29.40%,34.89%,51.52%,40%,20%,1099,280.18,333.75,288.60,295.77,38.74,A-,B+,B-,B,A-,B,A,6.33,22.78%,44.72%,95.43,11.09%,6.79%,Equity
EWJ,iShares MSCI Japan ETF,Equity,13804600000,5408551,67.92,False,False,False,False,1.52%,-4.77%,1.22%,4.51%,7.22%,8.18%,0.0,451.196925,424.63725,-2866.30686,1980.91542,1417.92879,Japan Equities,1996-03-12,0.50%,1.57,2024-12-17,1.06,2.27%,Semi-Annually,1.90%,12.72,0.68,112.90%,42.08%,29.64%,23.89%,BlackRock Inc.,184,26.97%,34.97%,65.32%,40%,20%,1099,61.14,72.93,67.46,68.36,50.57,A+,B-,B+,A-,A,B+,B+,7.53,74.67%,88.96%,60.95,11.70%,6.14%,Equity
FVD,First Trust Value Line Dividend Index Fund,Equity,8659610000,699144,42.41,False,False,True,False,-1.94%,-4.42%,-2.25%,7.16%,1.85%,10.33%,0.0,-54.1829,-384.87575,-1359.62175,-4089.8014,-3340.175207,Large Cap Blend Equities,2006-12-18,0.60%,1.04,2025-03-27,0.26,2.42%,Quarterly,1.84%,18.49,0.79,92.65%,28.85%,20.52%,16.57%,First Trust,221,4.74%,7.09%,23.28%,40%,20%,1099,40.87,45.59,42.00,42.83,43.84,A,B-,C,A-,B+,A-,B,6.82,84.55%,65.28%,345.14,14.79%,4.86%,Equity
SPDW,SPDR Portfolio Developed World ex-US ETF,Equity,23898600000,4487662,36.13,False,False,False,False,1.03%,-3.68%,5.86%,9.00%,5.49%,10.96%,0.0,179.028409,2284.660658,3287.207201,8932.393562,13780.3821,Foreign Large Cap Equities,2007-04-20,0.03%,1.09,2024-12-23,0.47,2.91%,Semi-Annually,1.03%,12.2,0.89,121.55%,38.96%,27.37%,21.16%,State Street,2359,9.26%,12.85%,27.96%,40%,20%,1099,33.03,38.46,35.85,36.45,50.85,A,A+,B+,B-,A,B,nan,7.48,39.64%,87.78%,106.6,11.47%,6.54%,Equity
XLU,Utilities Select Sector SPDR Fund,Equity,17188700000,11439612,75.93,False,False,False,False,-2.27%,-3.52%,1.03%,19.59%,2.79%,8.80%,227.852539,17.571568,801.915148,3314.23653,2080.571107,2507.947889,Utilities Equities,1998-12-16,0.09%,2.28,2025-03-24,0.56,2.91%,Quarterly,4.69%,17.85,0.52,104.50%,29.28%,22.18%,19.89%,State Street,33,56.18%,71.72%,100.00%,40%,20%,1099,73.54,80.43,74.80,77.28,46.25,A+,A,B+,A,A,A,B-,6.57,42.00%,54.55%,1773.0,69.27%,4.98%,Equity
VFH,Vanguard Financials ETF,Equity,11019400000,613267,109.17,False,False,False,False,-2.99%,-8.17%,-7.15%,13.86%,8.12%,18.01%,-27.7135,-267.355,185.245467,825.229946,-1728.016582,475.122025,Financials Equities,2004-01-26,0.09%,2.18,2025-03-25,0.51,1.91%,Quarterly,9.66%,13.3,1.09,84.49%,46.90%,33.31%,26.15%,Vanguard,405,43.90%,52.75%,79.93%,40%,20%,1099,103.39,124.74,107.72,110.88,40.72,A-,A,B,A-,A+,B+,A+,6.08,24.58%,37.95%,15.76,7.45%,0.37%,Equity
